"","X","cod","Escola","Turma","Serie","Nivel","Sexo","Idade","Cor.Raca","Zona","Necessidade.Deficiencia","id","Stari.Grupo","WG.Grupo","vocab.pre","vocab.pos","score.tde.pre","score.tde.pos","TFL.lidas.per.min.pre","TFL.erradas.per.min.pre","TFL.omitidas.per.min.pre","TFL.corretas.per.min.pre","TFL.lidas.pre","TFL.erradas.pre","TFL.omitidas.pre","TFL.corretas.pre","leitura.compreensao.pre","TFL.lidas.per.min.pos","TFL.erradas.per.min.pos","TFL.omitidas.per.min.pos","TFL.corretas.per.min.pos","TFL.lidas.pos","TFL.erradas.pos","TFL.omitidas.pos","TFL.corretas.pos","leitura.compreensao.pos","dfs.media.read","fss.media.read","dfs.media.math","fss.media.math","dfs.media.text","fss.media.text","dfs.media.debat","fss.media.debat","gain.vocab","gain.score.tde","gain.TFL.lidas.per.min","gain.TFL.corretas.per.min","gain.TFL.lidas","gain.TFL.corretas","gain.leitura.compreensao","gain.flow.read","gain.flow.math","gain.flow.text","gain.flow.debat","vocab.quintile","score.tde.quintile","TFL.lidas.per.min.quintile","TFL.erradas.per.min.quintile","TFL.omitidas.per.min.quintile","TFL.corretas.per.min.quintile","TFL.lidas.quintile","TFL.erradas.quintile","TFL.omitidas.quintile","TFL.corretas.quintile","leitura.compreensao.quintile"
"0134270d774eb2b54773df7b36458566",1,"0134270d774eb2b54773df7b36458566","EMEF PADRE JOSE DOS SANTOS MOUSINHO","8 A","8 ano","anos finais","M",13,"Parda","Rural",NA,"P3606","Experimental",NA,19,30,39,NA,54,3,1,51,452,17,2,435,8,75,2,1,73,452,8,1,444,4,3.44444444444445,3.55555555555555,3.44444444444445,3.55555555555555,3.11111111111111,3.44444444444445,3.11111111111111,3.55555555555555,11,NA,21,22,0,9,-4,0.111111111111111,0.111111111111111,0.333333333333333,0.444444444444444,"2nd quintile","3rd quintile","1st quintile","4th quintile","5th quintile","1st quintile","3rd quintile","5th quintile","4th quintile","1st quintile","5th quintile"
"0207faedeb5e28f4e1f2b55915aa6b99",2,"0207faedeb5e28f4e1f2b55915aa6b99","EMEB PADRE ANCHIETA","8 ANO A","8 ano","anos finais","M",14,"Parda","Rural",NA,"P1010","Controle",NA,16,15,21,23,68,2,0,86,452,7,0,445,7,70,2,0,68,452,4,0,448,4,2.77777777777778,2.55555555555555,2.88888888888889,2.44444444444445,3,3.11111111111111,4.66666666666667,3,-1,2,2,-18,0,3,-3,-0.222222222222222,-0.444444444444444,0.111111111111111,-1.66666666666667,"1st quintile","2nd quintile","2nd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","2nd quintile","5th quintile"
"0422fb607db46d636b3d19a43bdbaf70",3,"0422fb607db46d636b3d19a43bdbaf70","EMEB PADRE ANCHIETA","6 ANO A","6 ano","anos finais","M",11,"Parda","Rural",NA,"P829","Experimental",NA,27,35,21,26,82,2,0,80,452,2,0,450,8,95,1,0,94,452,1,0,451,8,4.11111111111111,3.77777777777778,4,3.22222222222222,4.44444444444444,3.77777777777778,4.44444444444444,3.66666666666667,8,5,13,14,0,1,0,-0.333333333333333,-0.777777777777778,-0.666666666666667,-0.777777777777778,"3rd quintile","2nd quintile","2nd quintile","3rd quintile","3rd quintile","2nd quintile","3rd quintile","2nd quintile","3rd quintile","4th quintile","5th quintile"
"057b2266381d7acd0cea8c15006bc8f9",4,"057b2266381d7acd0cea8c15006bc8f9","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","9 ANO C","9 ano","anos finais","M",15,NA,"Rural",NA,"P2378","Controle",NA,21,30,25,21,54,1,NA,53,NA,NA,NA,NA,6,149,1,NA,148,452,1,NA,451,5,3.22222222222222,2.77777777777778,3.22222222222222,3.22222222222222,2.77777777777778,2.55555555555555,3.22222222222222,3.55555555555555,9,-4,95,95,NA,NA,-1,-0.444444444444445,0,-0.222222222222222,0.333333333333333,"2nd quintile","2nd quintile","1st quintile","3rd quintile",NA,"1st quintile",NA,NA,NA,NA,"4th quintile"
"08222ace92af4946cf0c9f4c2ef076f2",5,"08222ace92af4946cf0c9f4c2ef076f2","EMEF PADRE JOSE DOS SANTOS MOUSINHO","8 A","8 ano","anos finais","M",16,"Parda","Rural",NA,"P3609","Controle",NA,17,22,34,NA,95,3,19,92,452,11,19,441,5,81,0,0,81,452,0,0,452,7,2.88888888888889,3.55555555555555,2.33333333333333,3.66666666666667,2.55555555555555,3.66666666666667,2.22222222222222,3.66666666666667,5,NA,-14,-11,0,11,2,0.666666666666667,1.33333333333333,1.11111111111111,1.44444444444444,"2nd quintile","3rd quintile","3rd quintile","4th quintile","5th quintile","3rd quintile","3rd quintile","5th quintile","5th quintile","2nd quintile","3rd quintile"
"098c6820d949b04e87e813749f45150f",7,"098c6820d949b04e87e813749f45150f","EMEB NATANAEL DA SILVA","9 ANO B","9 ano","anos finais","M",15,"Branca","Rural",NA,"P613","Experimental",NA,23,32,46,50,95,0,0,95,452,1,0,451,4,110,0,1,109,452,0,1,451,9,3.77777777777778,3,3.66666666666667,3.22222222222222,3.33333333333333,2.88888888888889,3.44444444444445,3.11111111111111,9,4,15,14,0,0,5,-0.777777777777778,-0.444444444444444,-0.444444444444445,-0.333333333333333,"3rd quintile","4th quintile","3rd quintile","2nd quintile","3rd quintile","4th quintile","3rd quintile","1st quintile","3rd quintile","5th quintile","3rd quintile"
"0b97f26a25a26031e27aed3c6ef1eb43",8,"0b97f26a25a26031e27aed3c6ef1eb43","EMEB NATANAEL DA SILVA","6 ANO A","6 ano","anos finais","M",12,"Parda","Rural",NA,"P451","Experimental",NA,17,15,25,17,96,1,0,95,452,3,0,449,5,106,0,0,106,452,4,0,448,7,4,3.33333333333333,3,3.33333333333333,2.77777777777778,3.33333333333333,3.33333333333333,3.11111111111111,-2,-8,10,11,0,-1,2,-0.666666666666667,0.333333333333333,0.555555555555556,-0.222222222222222,"2nd quintile","2nd quintile","4th quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile"
"0c3a3e800e7a58152fcb90f911ea8ada",9,"0c3a3e800e7a58152fcb90f911ea8ada","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","6 ANO D","6 ano","anos finais","F",11,NA,"Rural",NA,"P1711","Controle",NA,12,21,20,18,40,1,NA,39,NA,NA,NA,NA,6,105,1,NA,104,452,1,NA,452,4,2.33333333333333,3.11111111111111,2.77777777777778,3.22222222222222,NA,3,2.77777777777778,3,9,-2,65,65,NA,NA,-2,0.777777777777778,0.444444444444445,NA,0.222222222222222,"1st quintile","2nd quintile","1st quintile","3rd quintile",NA,"1st quintile",NA,NA,NA,NA,"4th quintile"
"0c40b69430a73a5eff9503c29979e3d0",10,"0c40b69430a73a5eff9503c29979e3d0","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO D","7 ano","anos finais","F",13,"Parda",NA,NA,"P3031","Controle",NA,12,23,29,12,82,2,NA,80,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3.55555555555555,2.77777777777778,3.55555555555555,3,3.66666666666667,2.55555555555555,3.55555555555555,2.66666666666667,11,-17,NA,NA,NA,NA,-1,-0.777777777777778,-0.555555555555555,-1.11111111111111,-0.888888888888889,"1st quintile","2nd quintile","2nd quintile","3rd quintile",NA,"2nd quintile",NA,NA,NA,NA,"1st quintile"
"1091732ec104143562df0b06cc991bd9",11,"1091732ec104143562df0b06cc991bd9","EMEB NATANAEL DA SILVA","9 ANO B","9 ano","anos finais","M",17,"Parda","Rural",NA,"P628","Controle",NA,31,32,42,50,130,0,0,130,452,0,0,452,2,117,1,2,114,452,2,2,448,5,3.44444444444445,NA,3.66666666666667,NA,3.77777777777778,NA,4,NA,1,8,-13,-16,0,-4,3,NA,NA,NA,NA,"4th quintile","3rd quintile","5th quintile","2nd quintile","3rd quintile","5th quintile","3rd quintile","1st quintile","3rd quintile","5th quintile","1st quintile"
"139780f23078df1e031882605a0111f9",13,"139780f23078df1e031882605a0111f9","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","8 ANO E","8 ano","anos finais","F",14,NA,NA,NA,"P2249","Controle",NA,24,17,30,11,81,3,NA,78,NA,NA,NA,NA,4,126,NA,NA,126,NA,NA,NA,NA,5,3.11111111111111,4,3.11111111111111,3.5,3.33333333333333,3.88888888888889,3.44444444444445,NA,-7,-19,45,48,NA,NA,1,0.888888888888889,0.388888888888889,0.555555555555555,NA,"3rd quintile","2nd quintile","2nd quintile","4th quintile",NA,"2nd quintile",NA,NA,NA,NA,"3rd quintile"
"144332fa9db981c37ae66e845457a7ac",14,"144332fa9db981c37ae66e845457a7ac","EMEF PADRE JOSE DOS SANTOS MOUSINHO","6 B","6 ano","anos finais","F",11,"Branca","Rural",NA,"P3512","Controle",NA,27,27,31,31,92,0,0,92,452,5,0,447,5,96,2,0,94,452,4,0,448,6,3.33333333333333,3.44444444444445,3.33333333333333,3.55555555555555,3.55555555555555,4,3.66666666666667,3.66666666666667,0,0,4,2,0,1,1,0.111111111111111,0.222222222222222,0.444444444444445,0,"3rd quintile","2nd quintile","3rd quintile","2nd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile"
"1710f5422c30fd428c8f8cf63c5a96ca",15,"1710f5422c30fd428c8f8cf63c5a96ca","EMEB PADRE ANCHIETA","7 ANO B","7 ano","anos finais","F",12,"Parda","Rural",NA,"P936","Controle",NA,25,23,40,NA,77,2,0,75,452,4,0,448,3,96,0,0,96,452,2,0,450,6,4,3.77777777777778,4.11111111111111,4,4.33333333333333,4.22222222222222,4.11111111111111,4.11111111111111,-2,NA,19,21,0,2,3,-0.222222222222222,-0.111111111111111,-0.111111111111111,0,"3rd quintile","3rd quintile","2nd quintile","3rd quintile","3rd quintile","2nd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","2nd quintile"
"1748fccf938673fdeda996807d7561a8",16,"1748fccf938673fdeda996807d7561a8","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","8 ANO E","8 ano","anos finais","M",14,NA,NA,NA,"P2222","Experimental",NA,13,15,25,26,95,3,NA,92,NA,NA,NA,NA,2,135,NA,NA,135,452,NA,NA,452,5,3.77777777777778,3,2.66666666666667,2.88888888888889,3.33333333333333,2.55555555555555,3.22222222222222,2.875,2,1,40,43,NA,NA,3,-0.777777777777778,0.222222222222222,-0.777777777777778,-0.347222222222222,"1st quintile","2nd quintile","3rd quintile","4th quintile",NA,"3rd quintile",NA,NA,NA,NA,"1st quintile"
"176d2fd884b06caea2ef1d7e6bebf444",17,"176d2fd884b06caea2ef1d7e6bebf444","EMEB PADRE ANCHIETA","6 ANO A","6 ano","anos finais","F",11,"Parda","Rural",NA,"P808","Experimental",NA,26,28,40,40,117,1,0,116,452,2,0,450,5,99,0,0,99,452,3,0,449,6,4,NA,3.66666666666667,NA,4,NA,3.88888888888889,NA,2,0,-18,-17,0,-1,1,NA,NA,NA,NA,"3rd quintile","3rd quintile","5th quintile","3rd quintile","3rd quintile","5th quintile","3rd quintile","2nd quintile","3rd quintile","4th quintile","3rd quintile"
"17cd24d0592a865f007c14967a7e4154",18,"17cd24d0592a865f007c14967a7e4154","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","6 ANO D","6 ano","anos finais","F",13,"Branca","Urbana",NA,"P1713","Experimental",NA,24,26,38,36,96,NA,NA,96,NA,NA,NA,NA,6,151,1,NA,150,452,1,NA,451,5,NA,NA,NA,NA,NA,NA,NA,NA,2,-2,55,54,NA,NA,-1,NA,NA,NA,NA,"3rd quintile","3rd quintile","4th quintile",NA,NA,"4th quintile",NA,NA,NA,NA,"4th quintile"
"18b567847916eb5a722f8343eb64e306",19,"18b567847916eb5a722f8343eb64e306","EMEB PROFESSORA MARIA QUEIROZ FERRO","8 ANO B","8 ano","anos finais","F",13,"Parda","Rural",NA,"P3183","Experimental",NA,11,17,20,16,88,3,NA,85,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,2.44444444444445,3.22222222222222,2.77777777777778,3.55555555555555,2.44444444444445,3,2.44444444444445,3,6,-4,NA,NA,NA,NA,-3,0.777777777777778,0.777777777777778,0.555555555555555,0.555555555555555,"1st quintile","2nd quintile","3rd quintile","4th quintile",NA,"3rd quintile",NA,NA,NA,NA,"2nd quintile"
"1936098dee8d3025e9ae30fcb1bd2feb",20,"1936098dee8d3025e9ae30fcb1bd2feb","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","8 ANO E","8 ano","anos finais","M",14,NA,"Rural",NA,"P2220","Controle",NA,33,16,21,25,55,NA,NA,55,NA,NA,NA,NA,3,136,1,NA,135,452,1,NA,451,2,3.55555555555555,NA,3.55555555555555,NA,4,NA,4,NA,-17,4,81,80,NA,NA,-1,NA,NA,NA,NA,"4th quintile","2nd quintile","1st quintile",NA,NA,"1st quintile",NA,NA,NA,NA,"2nd quintile"
"19e686750b611e998f9a40c96d8468e9",21,"19e686750b611e998f9a40c96d8468e9","EMEB NATANAEL DA SILVA","7 ANO A","7 ano","anos finais","F",13,"Indígena","Rural",NA,"P521","Experimental",NA,22,18,26,22,98,0,0,98,452,4,0,448,5,102,0,0,102,452,0,0,452,8,3.55555555555555,4.125,3.11111111111111,4.22222222222222,3.22222222222222,3.375,3.66666666666667,3.55555555555555,-4,-4,4,4,0,4,3,0.569444444444445,1.11111111111111,0.152777777777778,-0.111111111111111,"2nd quintile","2nd quintile","4th quintile","2nd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile"
"1abe07c33ad2b6284a95f17c83c550b3",22,"1abe07c33ad2b6284a95f17c83c550b3","EMEB NATANAEL DA SILVA","6 ANO A","6 ano","anos finais","M",11,"Branca","Rural",NA,"P465","Controle",NA,16,17,20,NA,90,6,1,83,452,6,1,445,1,87,1,3,83,452,1,3,448,2,3.22222222222222,3.77777777777778,3.44444444444445,3.77777777777778,3.22222222222222,3.66666666666667,3.44444444444445,3.88888888888889,1,NA,-3,0,0,3,1,0.555555555555555,0.333333333333333,0.444444444444444,0.444444444444444,"1st quintile","2nd quintile","3rd quintile","5th quintile","5th quintile","2nd quintile","3rd quintile","4th quintile","4th quintile","2nd quintile","1st quintile"
"1bae10624455a0b23b5be9a7b93be904",23,"1bae10624455a0b23b5be9a7b93be904","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","9 ANO C","9 ano","anos finais","F",14,NA,NA,NA,"P2383","Controle",NA,36,27,36,42,102,NA,NA,102,NA,NA,NA,NA,3,147,NA,NA,147,452,NA,NA,452,7,3,3.66666666666667,3.66666666666667,3.33333333333333,4,4,4,3.66666666666667,-9,6,45,45,NA,NA,4,0.666666666666667,-0.333333333333333,0,-0.333333333333333,"5th quintile","3rd quintile","4th quintile",NA,NA,"4th quintile",NA,NA,NA,NA,"2nd quintile"
"1cc2796138618d1ea4456dfe3eabc253",24,"1cc2796138618d1ea4456dfe3eabc253","EMEB NATANAEL DA SILVA","9 ANO B","9 ano","anos finais","M",15,"Parda","Rural",NA,"P623","Controle",NA,19,25,17,24,54,0,9,45,NA,NA,NA,NA,0,106,1,0,115,452,1,0,451,6,2.44444444444445,3.55555555555555,3.11111111111111,3.55555555555555,3,3,2.44444444444445,3.55555555555555,6,7,52,70,NA,NA,6,1.11111111111111,0.444444444444444,0,1.11111111111111,"2nd quintile","1st quintile","1st quintile","2nd quintile","5th quintile","1st quintile",NA,NA,NA,NA,"1st quintile"
"1d89c9d1647e0f2aa0c6aade2dc27d53",25,"1d89c9d1647e0f2aa0c6aade2dc27d53","EMEF PADRE JOSE DOS SANTOS MOUSINHO","7 B","7 ano","anos finais","M",15,"Parda","Rural",NA,"P3555","Experimental",NA,13,11,23,31,68,4,0,64,452,18,1,434,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.33333333333333,NA,3.125,NA,3.125,NA,2.77777777777778,-2,8,NA,NA,NA,NA,-1,NA,NA,NA,NA,"1st quintile","2nd quintile","2nd quintile","5th quintile","3rd quintile","1st quintile","3rd quintile","5th quintile","4th quintile","1st quintile","1st quintile"
"1eceeaf6f57801127cf13a8256409321",26,"1eceeaf6f57801127cf13a8256409321","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","9 ANO C","9 ano","anos finais","F",15,NA,NA,NA,"P2376","Controle",NA,28,26,34,29,92,NA,NA,92,NA,NA,NA,NA,8,139,1,NA,138,452,1,NA,451,7,3,3.66666666666667,2.66666666666667,3,3.22222222222222,3.55555555555555,4,3.77777777777778,-2,-5,47,46,NA,NA,-1,0.666666666666667,0.333333333333333,0.333333333333333,-0.222222222222222,"3rd quintile","3rd quintile","3rd quintile",NA,NA,"3rd quintile",NA,NA,NA,NA,"5th quintile"
"23c47dcaaf5810fc217967452e3a44e8",29,"23c47dcaaf5810fc217967452e3a44e8","EMEB PADRE ANCHIETA","9 ANO A","9 ano","anos finais","M",15,"Parda",NA,NA,"P1094","Controle",NA,29,24,23,12,104,0,0,104,452,2,0,450,5,99,1,0,NA,452,1,0,451,4,3.66666666666667,3.11111111111111,3,3.33333333333333,3.55555555555555,4.22222222222222,3.22222222222222,3.11111111111111,-5,-11,-5,NA,0,1,-1,-0.555555555555555,0.333333333333333,0.666666666666667,-0.111111111111111,"3rd quintile","2nd quintile","4th quintile","2nd quintile","3rd quintile","4th quintile","3rd quintile","2nd quintile","3rd quintile","4th quintile","3rd quintile"
"23d2ff02e2fec7c59d0cb0095f4b87ba",30,"23d2ff02e2fec7c59d0cb0095f4b87ba","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","6 ANO D","6 ano","anos finais","M",12,NA,"Rural",NA,"P1716","Experimental",NA,24,26,23,11,68,NA,NA,68,NA,NA,NA,NA,8,80,1,NA,79,NA,NA,NA,NA,3,4.11111111111111,4.66666666666667,4.33333333333333,4.33333333333333,4.22222222222222,4.66666666666667,4.44444444444444,3.88888888888889,2,-12,12,11,NA,NA,-5,0.555555555555556,0,0.444444444444445,-0.555555555555556,"3rd quintile","2nd quintile","2nd quintile",NA,NA,"2nd quintile",NA,NA,NA,NA,"5th quintile"
"2613538b4f0bd88d72ac1a974cb6f687",31,"2613538b4f0bd88d72ac1a974cb6f687","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","6 ANO E","6 ano","anos finais","F",12,NA,"Rural",NA,"P1743","Experimental",NA,30,28,37,26,60,NA,NA,60,NA,NA,NA,NA,8,150,NA,NA,150,452,NA,NA,452,3,4.33333333333333,4,4.55555555555556,4.55555555555556,4.33333333333333,4.55555555555556,3.88888888888889,4.11111111111111,-2,-11,90,90,NA,NA,-5,-0.333333333333333,0,0.222222222222222,0.222222222222222,"4th quintile","3rd quintile","1st quintile",NA,NA,"1st quintile",NA,NA,NA,NA,"5th quintile"
"2a5279e2746b88e94b0e90205f1cf132",32,"2a5279e2746b88e94b0e90205f1cf132","EMEF PADRE JOSE DOS SANTOS MOUSINHO","7 B","7 ano","anos finais","F",13,"Indígena","Rural",NA,"P3577","Experimental",NA,33,28,21,28,97,4,0,93,452,8,2,444,6,118,2,1,116,452,4,2,448,8,3.44444444444445,2.44444444444445,2.66666666666667,2.55555555555555,3.77777777777778,3.22222222222222,2.55555555555555,2.88888888888889,-5,7,21,23,0,4,2,-1,-0.111111111111111,-0.555555555555555,0.333333333333333,"4th quintile","2nd quintile","4th quintile","5th quintile","3rd quintile","3rd quintile","3rd quintile","4th quintile","4th quintile","2nd quintile","4th quintile"
"2b55173b9ea857c96ee2f0eda89aa1e1",33,"2b55173b9ea857c96ee2f0eda89aa1e1","EMEB PADRE ANCHIETA","7 ANO B","7 ano","anos finais","M",14,"Preta","Rural",NA,"P943","Controle",NA,19,23,26,40,99,0,0,99,452,3,0,449,6,118,0,0,118,452,3,0,149,5,3.11111111111111,3.44444444444445,2.88888888888889,3.33333333333333,3.22222222222222,4,3.22222222222222,3.44444444444445,4,14,19,19,0,-300,-1,0.333333333333333,0.444444444444445,0.777777777777778,0.222222222222222,"2nd quintile","2nd quintile","4th quintile","2nd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","4th quintile"
"2bbc3dd0d9585e2771a1571f8cd1098b",34,"2bbc3dd0d9585e2771a1571f8cd1098b","EMEB PADRE ANCHIETA","6 ANO A","6 ano","anos finais","M",11,"Parda","Rural",NA,"P820","Experimental",NA,30,29,29,43,99,1,0,98,452,1,0,450,4,95,1,0,94,452,3,0,448,4,3.75,3.11111111111111,3.66666666666667,3.22222222222222,3.88888888888889,3.22222222222222,3.88888888888889,3.11111111111111,-1,14,-4,-4,0,-2,0,-0.638888888888889,-0.444444444444444,-0.666666666666667,-0.777777777777778,"4th quintile","2nd quintile","4th quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","1st quintile","3rd quintile","4th quintile","3rd quintile"
"2eeae104a8febee4b9c88875336c33e4",36,"2eeae104a8febee4b9c88875336c33e4","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO F","7 ano","anos finais","M",14,"Parda",NA,NA,"P3098","Controle",NA,14,20,30,24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,3.77777777777778,3.88888888888889,4.22222222222222,3.88888888888889,4.22222222222222,4,4.22222222222222,4.33333333333333,6,-6,NA,NA,NA,NA,0,0.111111111111111,-0.333333333333333,-0.222222222222222,0.111111111111111,"1st quintile","2nd quintile",NA,NA,NA,NA,NA,NA,NA,NA,"1st quintile"
"310b40ac59ce8fbbe503c81bb33a4d83",37,"310b40ac59ce8fbbe503c81bb33a4d83","EMEB NATANAEL DA SILVA","6 ANO A","6 ano","anos finais","F",11,"Parda","Rural",NA,"P457","Controle",NA,27,22,37,26,113,0,0,113,452,0,0,452,5,120,1,0,119,452,3,0,449,4,3.55555555555555,3.44444444444445,3.22222222222222,3.44444444444445,3.55555555555555,3.77777777777778,3.11111111111111,3.44444444444445,-5,-11,7,6,0,-3,-1,-0.111111111111111,0.222222222222222,0.222222222222222,0.333333333333333,"3rd quintile","3rd quintile","5th quintile","2nd quintile","3rd quintile","5th quintile","3rd quintile","1st quintile","3rd quintile","5th quintile","3rd quintile"
"326961b2d2b161c78f224018dfad214b",38,"326961b2d2b161c78f224018dfad214b","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO C","7 ano","anos finais","F",13,"Parda","Rural",NA,"P3002","Controle",NA,23,23,40,22,82,6,NA,76,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,3.11111111111111,3.22222222222222,3.66666666666667,3.22222222222222,3,2.44444444444445,NA,NA,0,-18,NA,NA,NA,NA,-5,0.111111111111111,-0.444444444444444,-0.555555555555555,NA,"3rd quintile","3rd quintile","2nd quintile","5th quintile",NA,"2nd quintile",NA,NA,NA,NA,"3rd quintile"
"33a7bf69cafbc3e71760d350d7f0d02d",39,"33a7bf69cafbc3e71760d350d7f0d02d","EMEF PADRE JOSE DOS SANTOS MOUSINHO","6 B","6 ano","anos finais","M",11,"Parda","Rural",NA,"P3509","Experimental",NA,9,15,37,21,88,3,0,85,452,10,0,442,4,105,1,1,104,452,2,2,450,8,3.75,NA,2.77777777777778,NA,3.11111111111111,NA,2.77777777777778,NA,6,-16,17,19,0,8,4,NA,NA,NA,NA,"1st quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","2nd quintile","3rd quintile"
"39012449c60b0f9708402ab4512f38eb",40,"39012449c60b0f9708402ab4512f38eb","EMEB NATANAEL DA SILVA","7 ANO A","7 ano","anos finais","M",12,"Branca","Rural",NA,"P515","Experimental",NA,16,31,37,NA,117,0,0,117,452,0,0,452,5,121,0,0,121,452,0,0,452,8,4,4.22222222222222,3.33333333333333,3.44444444444445,3.88888888888889,3.88888888888889,3.55555555555555,3.88888888888889,15,NA,4,4,0,0,3,0.222222222222222,0.111111111111111,0,0.333333333333333,"1st quintile","3rd quintile","5th quintile","2nd quintile","3rd quintile","5th quintile","3rd quintile","1st quintile","3rd quintile","5th quintile","3rd quintile"
"3f449f126f878b1a3754207198a0835e",42,"3f449f126f878b1a3754207198a0835e","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","8 ANO E","8 ano","anos finais","M",15,NA,"Urbana",NA,"P2240","Controle",NA,22,16,22,17,99,1,NA,98,NA,NA,NA,NA,3,150,1,NA,149,452,1,NA,451,1,3.33333333333333,3.22222222222222,2.55555555555555,2.66666666666667,3,3,2.88888888888889,3,-6,-5,51,51,NA,NA,-2,-0.111111111111111,0.111111111111111,0,0.111111111111111,"2nd quintile","2nd quintile","4th quintile","3rd quintile",NA,"4th quintile",NA,NA,NA,NA,"2nd quintile"
"49c2ad2098a6ab98922f69c694470218",45,"49c2ad2098a6ab98922f69c694470218","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","6 ANO D","6 ano","anos finais","F",11,NA,"Rural",NA,"P1699","Controle",NA,15,16,30,32,88,1,NA,87,NA,NA,NA,NA,3,135,NA,NA,135,452,NA,NA,452,5,3.11111111111111,NA,3.11111111111111,NA,3.11111111111111,NA,2.88888888888889,NA,1,2,47,48,NA,NA,2,NA,NA,NA,NA,"1st quintile","2nd quintile","3rd quintile","3rd quintile",NA,"3rd quintile",NA,NA,NA,NA,"2nd quintile"
"4ac126e6b06b4a1c05186073fb16c250",46,"4ac126e6b06b4a1c05186073fb16c250","EMEB PROFESSORA MARIA QUEIROZ FERRO","8 ANO B","8 ano","anos finais","F",15,NA,NA,NA,"P3154","Experimental",NA,14,24,37,38,90,NA,NA,90,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,4.33333333333333,NA,3.77777777777778,NA,4.22222222222222,NA,4,NA,10,1,NA,NA,NA,NA,-5,NA,NA,NA,NA,"1st quintile","3rd quintile","3rd quintile",NA,NA,"3rd quintile",NA,NA,NA,NA,"3rd quintile"
"4babdf93742289167502db73086e297a",48,"4babdf93742289167502db73086e297a","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO C","7 ano","anos finais","M",12,"Parda","Rural",NA,"P3008","Controle",NA,32,32,28,2,55,4,NA,51,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,3.66666666666667,3.44444444444445,3.55555555555555,3.66666666666667,3.33333333333333,2.88888888888889,3.77777777777778,2.88888888888889,0,-26,NA,NA,NA,NA,-5,-0.222222222222222,0.111111111111111,-0.444444444444445,-0.888888888888889,"4th quintile","2nd quintile","1st quintile","5th quintile",NA,"1st quintile",NA,NA,NA,NA,"3rd quintile"
"4e3ee591505d56d9f816578f8a40a951",49,"4e3ee591505d56d9f816578f8a40a951","EMEF PADRE JOSE DOS SANTOS MOUSINHO","6 B","6 ano","anos finais","M",12,"Parda","Rural",NA,"P3501","Controle",NA,13,18,31,23,54,3,0,51,NA,NA,NA,NA,0,68,2,0,66,452,22,1,430,3,3.66666666666667,NA,3.22222222222222,NA,3,NA,3.44444444444445,NA,5,-8,14,15,NA,NA,3,NA,NA,NA,NA,"1st quintile","2nd quintile","1st quintile","4th quintile","3rd quintile","1st quintile",NA,NA,NA,NA,"1st quintile"
